seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
929,11,11,1.0,676.021,7436.231,328,35,24,0.4344,
930,14,14,1.0,500.867,7012.14,305,23,9,0.3516,
931,16,16,1.0,415.92,6654.715,236,25,9,0.2646,
932,14,14,1.0,476.29,6668.054,253,16,2,0.2384,
933,14,14,1.0,561.703,7863.838,313,40,26,0.2247,
934,13,13,1.0,568.133,7385.724,307,21,8,0.2838,
935,16,16,1.0,451.029,7216.465,267,28,12,0.2002,
936,11,11,1.0,650.288,7153.166,343,12,1,0.3327,
937,14,14,1.0,528.665,7401.309,308,31,17,0.2744,
938,13,13,1.0,548.906,7135.774,316,26,13,0.4733,
939,10,10,1.0,689.205,6892.052,346,36,26,0.3183,
940,12,12,1.0,660.207,7922.49,332,24,12,0.2923,
941,12,12,1.0,623.155,7477.856,340,22,10,0.3404,
942,13,13,1.0,573.6,7456.798,277,21,8,0.289,
943,14,14,1.0,500.279,7003.91,299,22,8,0.3188,
944,10,10,1.0,802.568,8025.677,354,16,6,0.3825,
945,13,13,1.0,563.948,7331.329,300,17,4,0.335,
946,10,10,1.0,751.761,7517.607,332,16,6,0.4152,
947,11,11,1.0,641.103,7052.13,327,14,3,0.4931,
948,14,14,1.0,523.757,7332.597,311,27,13,0.3021,
949,12,12,1.0,639.043,7668.517,347,39,27,0.3863,
950,11,11,1.0,715.373,7869.1,320,30,19,0.4198,
951,16,16,1.0,502.658,8042.526,264,44,28,0.2452,
952,10,10,1.0,729.373,7293.726,363,22,12,0.4078,
953,10,10,1.0,729.405,7294.049,334,29,19,0.4799,
954,11,11,1.0,634.631,6980.937,326,27,16,0.4469,
955,15,15,1.0,459.7,6895.501,230,17,2,0.2948,
956,15,15,1.0,453.819,6807.291,256,24,9,0.3964,
957,13,13,1.0,524.713,6821.264,293,13,0,0.4419,
958,12,12,1.0,615.767,7389.201,370,25,13,0.4435,
959,13,13,1.0,532.134,6917.746,310,16,3,0.4623,
960,13,13,1.0,598.836,7784.866,325,34,21,0.4736,
961,15,15,1.0,483.248,7248.72,285,34,19,0.4764,
962,12,12,1.0,590.259,7083.11,300,21,9,0.545,
963,14,14,1.0,476.418,6669.855,290,16,2,0.4428,
964,16,16,1.0,441.199,7059.188,242,33,17,0.2436,
965,11,11,1.0,669.375,7363.126,317,29,18,0.3681,
966,10,10,1.0,768.283,7682.826,373,27,17,0.4438,
967,14,14,1.0,536.872,7516.214,306,24,10,0.3407,
968,16,16,1.0,400.601,6409.608,235,24,8,0.3114,
969,13,13,1.0,603.642,7847.35,339,36,23,0.3371,
970,16,16,1.0,445.588,7129.414,289,17,1,0.2175,
971,12,12,1.0,562.406,6748.867,295,13,1,0.5056,
972,15,15,1.0,506.369,7595.538,312,26,11,0.2979,
973,11,11,1.0,666.144,7327.588,350,23,12,0.3817,
974,12,12,1.0,584.196,7010.353,329,17,5,0.4953,
975,13,13,1.0,528.957,6876.44,303,18,5,0.3353,
976,16,16,1.0,443.819,7101.1,241,23,7,0.2412,
977,15,15,1.0,479.4,7190.994,274,24,9,0.298,
978,14,14,1.0,481.736,6744.297,285,24,10,0.2978,
979,13,13,1.0,567.749,7380.743,337,26,13,0.3798,
980,13,13,1.0,528.236,6867.064,277,15,2,0.3806,
981,11,11,1.0,606.688,6673.565,330,20,9,0.4967,
982,14,14,1.0,501.867,7026.137,334,25,11,0.4116,
983,15,15,1.0,464.237,6963.558,256,15,0,0.2268,
984,16,16,1.0,451.428,7222.843,286,26,10,0.2632,
985,12,12,1.0,583.587,7003.044,298,12,0,0.3768,
986,10,10,1.0,716.276,7162.763,355,27,17,0.4698,
987,14,14,1.0,489.251,6849.518,278,19,5,0.2982,
988,12,12,1.0,641.793,7701.513,344,30,18,0.5381,
989,16,16,1.0,450.169,7202.702,287,29,13,0.2606,
990,16,16,1.0,442.569,7081.102,260,25,9,0.2859,
991,11,11,1.0,651.114,7162.257,324,13,2,0.599,
992,11,11,1.0,622.544,6847.988,325,17,6,0.4514,
993,10,10,1.0,729.675,7296.747,355,10,0,0.5775,
994,11,11,1.0,578.033,6358.364,298,15,4,0.4827,
995,11,11,1.0,649.699,7146.686,328,14,3,0.5281,
996,13,13,1.0,513.602,6676.821,283,19,6,0.3893,
997,13,13,1.0,518.063,6734.817,270,16,3,0.4447,
998,11,11,1.0,616.55,6782.054,307,18,7,0.6884,
999,16,16,1.0,458.304,7332.858,266,30,14,0.3005,
1000,16,16,1.0,444.072,7105.145,317,24,8,0.3549,
